Status,Seniority,Home,Time,Marital,Records,Job,Expenses,Income,Debt,Amount,Price,Savings
good,1,rent,36,married,no_rec,freelance,66,208,0,1000,1300,5.112
bad,1,parents,48,single,no_rec,partime,35,81,0,1150,1314,1.92
good,3,owner,24,married,no_rec,fixed,75,160,0,200,957,10.2
good,10,rent,60,married,no_rec,freelance,75,300,0,1000,1500,13.5
good,8,priv,36,married,no_rec,fixed,60,135,1500,1300,1504,1.661538462
good,20,parents,60,married,no_rec,fixed,60,121,0,850,935,4.305882353
good,3,parents,48,single,no_rec,fixed,35,145,0,1000,1028,5.28
bad,1,parents,48,single,no_rec,fixed,35,165,0,1300,1440,4.8
good,19,owner,12,married,no_rec,freelance,75,428,0,500,1030,8.472
good,2,rent,48,married,no_rec,others,68,233,0,1200,1366,6.6
bad,11,owner,60,married,yes_rec,fixed,90,245,0,1700,1768,5.470588235
bad,1,owner,36,married,yes_rec,freelance,60,232,20000,1500,2340,-0.672
bad,1,owner,48,married,yes_rec,freelance,75,200,4500,1400,1700,2.742857143
good,15,owner,60,married,no_rec,freelance,60,42,0,910,1450,-1.186813187
good,10,owner,48,divorced,no_rec,fixed,35,87,450,500,1155,4.56
bad,1,priv,48,married,yes_rec,freelance,45,200,1500,1000,1191,6.72
good,25,owner,12,married,no_rec,freelance,75,250,0,600,841,3.5
bad,4,rent,60,divorced,yes_rec,fixed,70,350,0,2200,2441,7.636363636
bad,0,other,48,married,no_rec,fixed,60,105,0,1200,1516,1.8
good,1,owner,60,single,no_rec,freelance,60,100,1500,400,1591,3.75
bad,2,parents,60,married,yes_rec,freelance,75,160,0,1350,1999,3.777777778
good,16,parents,60,single,no_rec,freelance,35,132,0,1200,1336,4.85
bad,0,rent,36,separated,no_rec,fixed,49,140,0,1150,1600,2.848695652
good,16,parents,60,married,no_rec,fixed,45,160,0,1400,1850,4.928571429
good,8,owner,60,married,no_rec,freelance,75,148,0,1400,1775,3.128571429
good,20,parents,36,married,no_rec,freelance,45,113,0,700,1224,3.497142857
good,5,parents,60,married,no_rec,fixed,45,97,0,1500,1663,2.08
good,20,owner,60,married,no_rec,fixed,60,107,0,1250,1500,2.256
bad,5,rent,60,married,yes_rec,fixed,66,206,0,1900,2225,4.421052632
good,1,owner,60,married,no_rec,fixed,45,275,1810,1600,1930,7.94625
good,3,owner,60,married,no_rec,fixed,45,176,2500,1400,1607,4.542857143
good,2,rent,36,married,no_rec,fixed,63,175,0,1000,1230,4.032
good,3,owner,24,married,no_rec,fixed,45,223,0,1400,1581,3.051428571
good,7,rent,60,married,no_rec,fixed,67,70,0,790,1072,0.227848101
bad,9,rent,36,married,no_rec,fixed,84,87,0,1200,1471,0.09
bad,1,owner,60,married,no_rec,freelance,90,42,100,500,1300,-5.88
good,14,parents,60,single,no_rec,fixed,35,60,0,1150,1192,1.304347826
good,6,other,48,single,no_rec,fixed,35,300,0,2400,2700,5.3
good,0,other,36,married,no_rec,fixed,75,144,0,450,500,5.52
bad,15,rent,36,married,no_rec,freelance,75,217,2000,1100,1720,3.992727273
good,2,parents,48,married,no_rec,fixed,60,180,0,1350,1770,4.266666667
bad,1,rent,48,married,no_rec,others,82,69,0,1100,1197,-0.567272727
good,12,rent,60,married,yes_rec,fixed,86,110,0,700,950,2.057142857
bad,1,parents,36,single,yes_rec,partime,35,50,0,425,450,1.270588235
bad,0,parents,60,single,yes_rec,partime,35,86,0,1400,1707,2.185714286
good,11,owner,36,married,no_rec,fixed,60,172,0,900,1201,4.48
bad,9,rent,60,married,yes_rec,freelance,71,109,0,1135,1355,2.008810573
good,13,owner,60,married,no_rec,fixed,60,95,0,890,1196,2.359550562
good,29,rent,60,married,no_rec,fixed,80,203,0,1100,1297,6.709090909
bad,33,owner,48,married,yes_rec,fixed,45,114,0,1200,1420,2.76
good,3,rent,48,widow,no_rec,freelance,54,186,0,850,1036,7.454117647
good,0,rent,60,single,no_rec,fixed,51,155,0,800,1201,7.8
good,5,parents,60,married,no_rec,fixed,60,195,0,1000,1527,8.1
bad,3,owner,60,married,no_rec,freelance,75,246,0,1300,1500,7.892307692
good,21,rent,48,married,no_rec,fixed,86,113,0,950,1057,1.364210526
good,6,owner,48,married,no_rec,freelance,60,290,900,1500,2127,7.072
bad,1,other,48,married,yes_rec,freelance,75,103,0,1000,2218,1.344
good,25,owner,60,married,no_rec,fixed,45,125,0,1200,1570,4
good,5,rent,24,married,no_rec,freelance,95,199,0,250,650,9.984
good,1,owner,60,married,no_rec,fixed,45,133,9000,700,1175,-0.171428571
good,1,owner,60,married,no_rec,fixed,60,210,0,700,825,12.85714286
bad,2,other,48,single,yes_rec,freelance,35,124,0,2150,2152,1.986976744
good,11,owner,60,married,no_rec,fixed,45,78,0,850,978,2.329411765
good,1,rent,36,divorced,no_rec,partime,55,200,0,1100,1650,4.745454545
good,0,parents,60,married,no_rec,freelance,45,100,0,1850,2150,1.783783784
bad,2,rent,48,married,no_rec,fixed,85,95,0,1340,1771,0.358208955
good,5,rent,48,married,no_rec,fixed,63,183,0,1100,1615,5.236363636
good,2,parents,24,single,no_rec,fixed,35,43,0,450,994,0.426666667
good,7,priv,60,married,no_rec,fixed,75,120,3000,870,1147,1.034482759
bad,3,parents,60,single,no_rec,freelance,45,198,0,1100,1194,8.345454545
bad,2,rent,36,single,no_rec,fixed,45,100,0,700,825,2.828571429
good,3,rent,36,single,no_rec,fixed,50,150,0,1000,1128,3.6
good,10,owner,36,married,no_rec,fixed,60,133,0,360,360,7.3
good,10,owner,48,widow,no_rec,others,45,110,0,500,1190,6.24
good,10,owner,60,married,no_rec,fixed,60,202,0,1400,1580,6.085714286
good,1,priv,24,married,no_rec,fixed,60,140,500,1100,1600,1.636363636
good,4,owner,60,married,no_rec,fixed,45,123,0,1450,1735,3.227586207
good,2,owner,60,married,no_rec,fixed,45,275,4500,1500,2178,7.4
bad,3,priv,60,married,yes_rec,fixed,75,200,0,1350,1589,5.555555556
good,6,owner,60,single,no_rec,freelance,35,180,800,1500,1828,5.48
bad,0,owner,48,separated,no_rec,fixed,35,55,0,757,1566,1.268163804
good,1,owner,60,married,no_rec,others,45,105,0,1200,1250,3
good,15,owner,60,married,no_rec,fixed,75,146,0,1400,1626,3.042857143
good,10,owner,60,married,yes_rec,fixed,75,100,1500,1350,1414,0.444444444
bad,2,rent,60,separated,no_rec,fixed,49,136,0,1500,1687,3.48
good,8,owner,60,married,no_rec,fixed,60,90,0,1100,1638,1.636363636
good,4,owner,60,married,no_rec,freelance,60,144,0,1100,1296,4.581818182
good,7,owner,60,married,no_rec,fixed,60,116,0,1400,1460,2.4
good,17,owner,36,married,no_rec,fixed,75,128,4800,700,1400,0.257142857
good,10,owner,54,married,no_rec,fixed,60,105,0,850,911,2.858823529
good,6,owner,30,married,no_rec,fixed,90,125,0,1050,1559,1
good,0,other,60,married,no_rec,partime,45,68,0,1200,1315,1.15
good,1,owner,36,married,no_rec,fixed,75,400,0,1800,2600,6.5
good,6,owner,48,married,no_rec,fixed,60,251,400,1000,1208,8.976
good,2,rent,60,single,no_rec,fixed,58,225,0,800,975,12.525
good,2,parents,60,single,no_rec,fixed,35,140,0,1200,1274,5.25
good,15,owner,48,separated,no_rec,freelance,45,34,0,900,1197,-0.586666667
good,7,rent,60,married,no_rec,freelance,107,320,0,1050,1092,12.17142857
good,0,owner,36,married,yes_rec,freelance,45,124,0,900,1100,3.16
good,1,rent,60,married,no_rec,others,54,87,0,1000,1202,1.98
bad,2,parents,54,single,yes_rec,freelance,35,161,0,1800,2646,3.78
bad,15,owner,60,married,no_rec,others,90,90,1800,1500,1816,-0.72
bad,0,rent,60,married,no_rec,freelance,75,92,0,1400,1700,0.728571429
good,2,parents,48,married,no_rec,fixed,60,110,0,1300,1700,1.846153846
good,20,owner,54,married,no_rec,freelance,60,87,0,500,984,2.916
good,30,rent,60,married,no_rec,fixed,54,93,0,1000,1387,2.34
good,12,owner,48,married,yes_rec,fixed,45,110,1300,450,1636,5.546666667
good,2,rent,60,single,no_rec,fixed,43,81,0,1000,1135,2.28
bad,3,owner,60,married,no_rec,fixed,45,98,0,1350,1453,2.355555556
good,7,owner,60,married,no_rec,freelance,60,155,0,1400,1500,4.071428571
good,4,owner,48,married,no_rec,fixed,60,167,1000,800,1350,5.82
good,14,priv,60,married,no_rec,fixed,60,190,0,1850,2247,4.216216216
good,10,owner,60,married,no_rec,fixed,75,110,300,1150,1367,1.669565217
bad,3,owner,60,separated,no_rec,freelance,35,76,0,950,950,2.589473684
bad,12,rent,60,married,yes_rec,fixed,62,170,0,1800,2154,3.6
bad,20,owner,36,single,yes_rec,freelance,35,214,400,750,1100,8.4
good,5,parents,60,single,no_rec,fixed,35,70,0,900,1492,2.333333333
bad,2,owner,60,single,no_rec,fixed,35,55,0,800,1351,1.5
bad,30,parents,60,married,no_rec,fixed,45,80,0,1500,2040,1.4
good,3,owner,60,married,yes_rec,partime,75,81,0,1000,1037,0.36
bad,0,other,48,single,no_rec,fixed,35,139,0,1200,1202,4.16
good,0,rent,48,married,no_rec,fixed,66,206,0,1500,1683,4.48
bad,5,other,24,separated,no_rec,freelance,35,74,0,500,1000,1.872
good,3,parents,48,single,no_rec,fixed,35,120,0,1000,1100,4.08
good,30,other,48,married,no_rec,freelance,90,300,0,1700,1734,5.929411765
good,13,priv,60,married,no_rec,fixed,75,224,0,1600,1604,5.5875
good,0,rent,60,married,no_rec,fixed,68,80,0,1000,1330,0.72
bad,3,owner,60,married,no_rec,partime,90,166,0,800,877,5.7
good,0,owner,36,married,no_rec,partime,60,110,0,1100,1759,1.636363636
bad,7,parents,48,married,yes_rec,fixed,45,161,0,970,1564,5.740206186
good,4,owner,60,married,no_rec,fixed,45,80,0,1100,1306,1.909090909
good,10,owner,24,married,no_rec,fixed,75,150,0,500,1108,3.6
bad,1,rent,36,single,no_rec,freelance,52,170,0,350,1500,12.13714286
good,2,parents,60,married,no_rec,fixed,45,100,0,1500,1645,2.2
good,30,rent,60,married,no_rec,freelance,68,225,0,1300,1500,7.246153846
good,3,rent,60,married,yes_rec,fixed,77,166,0,2200,2625,2.427272727
good,0,parents,36,single,no_rec,fixed,45,200,0,800,1456,6.975
good,10,owner,42,married,no_rec,fixed,45,110,0,1500,2178,1.82
good,4,rent,36,single,no_rec,fixed,46,110,0,1000,1642,2.304
good,1,owner,60,married,no_rec,partime,45,160,300,1200,1265,5.6
good,13,parents,36,single,no_rec,fixed,35,204,0,200,325,30.42
bad,4,parents,60,married,no_rec,partime,45,135,0,1350,1471,4
good,1,parents,48,single,no_rec,freelance,45,158,0,260,1440,20.86153846
good,8,owner,60,married,yes_rec,freelance,75,290,0,1200,2140,10.75
good,14,owner,60,married,no_rec,fixed,60,100,0,450,1377,5.333333333
good,6,owner,60,married,no_rec,fixed,60,115,2000,1250,1780,1.68
good,1,owner,18,married,no_rec,partime,45,149,0,700,818,2.674285714
good,16,owner,60,married,yes_rec,fixed,75,143,0,650,1017,6.276923077
good,10,parents,36,married,yes_rec,fixed,60,150,0,1000,1788,3.24
good,11,parents,48,single,no_rec,fixed,35,199,0,1100,1212,7.156363636
good,40,rent,36,married,no_rec,fixed,59,142,0,1000,1800,2.988
bad,13,owner,54,married,no_rec,fixed,75,80,0,1300,1394,0.207692308
bad,7,rent,36,married,no_rec,fixed,69,93,0,250,400,3.456
good,3,parents,36,separated,no_rec,fixed,45,113,0,850,940,2.88
good,13,parents,48,married,no_rec,fixed,45,92,500,1220,1433,1.652459016
good,7,owner,36,married,no_rec,freelance,75,205,0,1300,1439,3.6
good,7,owner,60,single,no_rec,fixed,35,210,0,1700,2414,6.176470588
good,4,owner,24,married,no_rec,fixed,60,256,0,600,1571,7.84
good,5,rent,36,married,no_rec,freelance,101,260,0,1000,1500,5.724
good,7,owner,60,married,no_rec,fixed,45,106,0,1200,1258,3.05
good,10,owner,48,married,no_rec,fixed,60,160,0,450,1403,10.66666667
good,16,owner,60,married,no_rec,fixed,60,148,0,750,1346,7.04
good,2,owner,36,married,no_rec,fixed,75,220,0,1500,2195,3.48
good,6,owner,36,married,no_rec,freelance,75,63,50,800,1637,-0.5625
good,3,owner,36,married,no_rec,fixed,75,106,0,2375,2375,0.469894737
bad,16,owner,60,married,no_rec,fixed,75,81,0,870,873,0.413793103
bad,1,parents,60,single,no_rec,fixed,35,100,0,1210,1450,3.223140496
bad,0,other,60,married,yes_rec,fixed,75,260,0,1500,1607,7.4
good,12,owner,24,married,no_rec,fixed,60,243,0,600,1376,7.32
good,1,rent,60,single,no_rec,fixed,44,88,0,1000,1092,2.64
good,40,owner,24,married,no_rec,freelance,75,186,0,900,1307,2.96
good,30,owner,48,married,no_rec,fixed,75,105,2400,830,1128,0.346987952
good,5,owner,48,married,no_rec,freelance,75,80,2000,700,1698,-1.028571429
good,10,priv,60,married,no_rec,fixed,60,154,0,825,1075,6.836363636
bad,13,rent,60,separated,no_rec,freelance,64,35,0,1920,1920,-0.90625
good,3,rent,48,married,no_rec,fixed,66,63,0,800,1298,-0.18
bad,0,other,36,married,yes_rec,others,45,297,0,1360,1362,6.670588235
bad,1,rent,60,married,no_rec,fixed,91,161,0,1700,1770,2.470588235
good,25,owner,36,separated,no_rec,freelance,35,200,0,1700,2022,3.494117647
good,11,priv,48,married,no_rec,fixed,45,140,0,700,1225,6.514285714
good,7,owner,12,married,no_rec,fixed,90,125,0,375,724,1.12
good,4,parents,24,single,no_rec,fixed,35,78,0,500,1346,2.064
bad,5,other,60,single,no_rec,fixed,35,57,0,1000,1415,1.32
good,31,rent,60,married,yes_rec,fixed,135,300,0,1000,1380,9.9
bad,0,other,60,married,no_rec,freelance,60,66,0,1400,1500,0.257142857
good,10,owner,36,married,no_rec,freelance,75,202,0,900,900,5.08
good,16,owner,48,married,no_rec,fixed,90,175,1950,1100,1639,2.858181818
good,19,owner,36,married,no_rec,freelance,45,150,0,1420,2220,2.661971831
good,0,parents,60,single,no_rec,others,45,158,0,1020,1600,6.647058824
bad,3,other,36,single,no_rec,fixed,45,92,0,900,1270,1.88
good,1,owner,48,married,no_rec,partime,45,123,1978,1100,1556,2.540509091
bad,1,rent,48,married,no_rec,freelance,88,125,0,1500,1878,1.184
bad,0,owner,60,married,no_rec,partime,45,113,1500,1200,1532,2.65
good,2,owner,24,married,yes_rec,freelance,45,167,0,340,900,8.611764706
bad,4,rent,36,married,yes_rec,fixed,75,148,0,900,1100,2.92
bad,0,priv,60,married,no_rec,partime,75,156,200,600,1556,7.9
good,13,owner,48,married,no_rec,fixed,60,123,0,900,1054,3.36
bad,1,owner,60,married,no_rec,partime,120,143,2000,1160,1285,0.155172414
bad,17,rent,48,married,no_rec,fixed,93,180,0,1200,1338,3.48
bad,0,other,60,single,no_rec,others,35,92,0,1200,1571,2.85
good,5,rent,36,married,no_rec,others,90,150,0,1100,1556,1.963636364
good,17,owner,60,married,no_rec,fixed,60,92,0,1100,1194,1.745454545
good,8,owner,60,married,no_rec,fixed,45,139,1300,1450,1556,3.351724138
good,0,owner,60,married,no_rec,fixed,75,250,0,1000,1989,10.5
good,5,owner,6,married,no_rec,fixed,75,315,0,500,2624,2.88
bad,8,owner,36,married,yes_rec,fixed,35,121,0,400,925,7.74
good,3,owner,48,single,no_rec,fixed,35,180,0,800,1128,8.7
good,18,owner,48,married,yes_rec,fixed,105,129,0,780,2220,1.476923077
good,22,owner,60,married,no_rec,fixed,90,214,0,1120,1395,6.642857143
good,12,owner,60,married,no_rec,fixed,45,99,0,1100,1137,2.945454545
good,12,parents,36,married,no_rec,freelance,75,110,0,800,875,1.575
bad,13,priv,60,married,yes_rec,fixed,75,85,0,1100,1417,0.545454545
good,3,owner,18,married,yes_rec,fixed,90,138,0,500,700,1.728
good,1,owner,60,married,no_rec,fixed,60,93,0,1000,1207,1.98
good,29,owner,60,married,no_rec,fixed,75,100,0,1100,1268,1.363636364
good,1,rent,48,married,no_rec,freelance,76,160,0,1200,1326,3.36
bad,3,other,36,married,no_rec,fixed,45,215,0,1470,1480,4.163265306
good,23,parents,60,single,no_rec,fixed,35,90,0,1050,1228,3.142857143
good,20,owner,36,married,no_rec,fixed,90,464,0,2000,2168,6.732
good,5,priv,60,married,no_rec,fixed,35,167,2160,1650,2100,4.014545455
good,3,rent,60,married,no_rec,fixed,84,86,0,1000,1197,0.12
bad,1,priv,24,married,no_rec,freelance,60,125,3000,360,510,2.333333333
good,15,owner,36,married,no_rec,fixed,105,274,0,300,325,20.28
good,10,owner,36,married,no_rec,fixed,75,135,1440,690,1000,2.379130435
bad,0,parents,48,married,yes_rec,fixed,60,300,0,1400,1748,8.228571429
bad,9,owner,60,married,yes_rec,freelance,75,300,300,1000,1392,13.32
good,9,rent,60,married,no_rec,fixed,103,128,0,500,820,3
good,25,owner,18,married,no_rec,freelance,90,90,0,300,1275,0
bad,19,owner,60,single,yes_rec,fixed,35,115,6000,1500,1758,0.8
good,10,rent,60,married,no_rec,fixed,56,107,0,600,1250,5.1
good,10,owner,60,married,no_rec,freelance,75,300,0,1000,1560,13.5
good,10,owner,48,married,no_rec,freelance,105,230,5000,1200,1570,3
good,4,owner,24,married,no_rec,fixed,45,122,1,500,1045,3.69552
good,1,parents,36,single,no_rec,partime,35,43,0,425,500,0.677647059
good,1,owner,48,married,no_rec,freelance,90,250,0,1700,1800,4.517647059
good,19,parents,12,married,no_rec,freelance,90,190,0,500,1600,2.4
good,6,owner,60,married,no_rec,freelance,45,100,2500,950,1177,1.894736842
good,2,rent,48,single,no_rec,freelance,60,246,0,1370,1371,6.516788321
bad,11,rent,36,married,no_rec,fixed,69,85,0,850,1100,0.677647059
good,20,rent,36,married,yes_rec,fixed,77,173,0,1100,1256,3.141818182
good,18,rent,48,married,yes_rec,freelance,75,150,0,1000,1469,3.6
bad,0,parents,60,married,no_rec,partime,90,86,0,1600,1682,-0.15
good,0,parents,60,single,no_rec,partime,45,183,0,1150,1150,7.2
bad,1,rent,36,separated,no_rec,others,55,100,0,675,675,2.4
good,1,owner,60,married,no_rec,fixed,60,94,0,900,1236,2.266666667
good,25,owner,48,married,no_rec,fixed,60,150,0,650,1265,6.646153846
good,15,rent,60,married,no_rec,freelance,74,140,0,1000,1204,3.96
bad,21,rent,60,widow,no_rec,fixed,56,107,0,1100,1353,2.781818182
good,10,priv,36,married,yes_rec,fixed,60,117,0,950,1330,2.16
good,12,owner,60,married,no_rec,fixed,60,230,0,950,1200,10.73684211
bad,10,rent,60,divorced,no_rec,freelance,82,470,0,1350,1488,17.24444444
good,20,other,36,married,no_rec,fixed,60,102,0,650,1695,2.326153846
good,10,owner,60,married,no_rec,fixed,75,210,0,900,1547,9
good,1,parents,60,single,no_rec,partime,35,42,0,1100,1112,0.381818182
good,5,rent,60,single,no_rec,fixed,48,130,0,600,1062,8.2
bad,2,priv,48,married,no_rec,partime,45,90,2000,800,1567,1.5
good,15,parents,36,single,no_rec,fixed,60,120,0,900,900,2.4
good,1,parents,60,married,no_rec,fixed,60,117,0,1100,1280,3.109090909
good,11,owner,30,married,no_rec,fixed,75,160,0,700,1340,3.642857143
good,3,rent,60,married,no_rec,partime,69,90,0,1300,1490,0.969230769
bad,2,other,36,married,yes_rec,others,45,50,0,1600,2640,0.1125
good,15,owner,48,married,no_rec,freelance,75,100,5000,900,900,-1.333333333
good,13,owner,60,married,no_rec,fixed,75,182,2500,1300,1569,3.784615385
bad,11,rent,60,single,yes_rec,fixed,74,135,0,1400,1937,2.614285714
good,2,owner,60,married,no_rec,partime,45,67,2800,1400,1403,-0.257142857
good,32,owner,24,married,no_rec,freelance,45,167,0,1000,1501,2.928
bad,1,owner,60,married,no_rec,partime,60,137,1900,1150,1255,3.026086957
good,3,rent,54,married,no_rec,fixed,59,140,0,1300,1345,3.364615385
bad,1,parents,60,single,no_rec,fixed,35,85,0,1950,2134,1.538461538
good,37,owner,60,married,no_rec,fixed,45,324,0,1550,1590,10.8
bad,11,rent,18,married,yes_rec,freelance,60,77,0,250,400,1.224
bad,0,owner,60,married,yes_rec,fixed,45,100,0,1200,1406,2.75
bad,5,rent,60,single,no_rec,freelance,39,42,0,1600,1872,0.1125
good,4,owner,60,married,no_rec,fixed,60,251,4000,1000,1123,9.06
good,1,parents,60,single,no_rec,fixed,35,180,0,1000,1067,8.7
bad,10,parents,60,married,yes_rec,freelance,60,400,0,2075,2253,9.831325301
good,20,rent,36,married,no_rec,fixed,91,158,0,380,580,6.347368421
good,1,owner,36,married,no_rec,fixed,75,300,0,1450,1992,5.586206897
good,15,rent,12,separated,no_rec,fixed,44,90,0,400,1400,1.38
good,12,owner,60,married,yes_rec,freelance,90,146,0,1150,1284,2.92173913
good,0,owner,60,married,yes_rec,fixed,75,255,0,1500,1749,7.2
good,5,owner,60,single,no_rec,freelance,35,250,0,1400,2125,9.214285714
good,6,owner,60,married,no_rec,freelance,45,50,0,1000,1505,0.3
good,6,rent,60,married,no_rec,fixed,60,150,0,1200,1376,4.5
good,1,owner,60,married,yes_rec,freelance,45,232,2900,1200,2154,7.9
good,35,other,60,widow,no_rec,fixed,35,190,0,750,1138,12.4
good,9,rent,60,married,no_rec,fixed,63,178,0,1680,1931,4.107142857
good,12,owner,60,married,yes_rec,fixed,75,254,2900,1200,1698,7.5
good,20,rent,60,single,no_rec,fixed,56,110,0,1000,1279,3.24
bad,15,owner,36,married,no_rec,freelance,75,70,1728,1650,2755,-0.486109091
bad,3,rent,60,married,yes_rec,fixed,85,100,0,1000,1600,0.9
good,2,owner,60,married,yes_rec,fixed,60,137,350,1200,2200,3.675
good,4,rent,42,married,no_rec,freelance,90,258,0,1300,2260,5.427692308
good,10,owner,60,married,yes_rec,fixed,60,242,0,1550,1904,7.04516129
good,9,owner,60,married,no_rec,fixed,90,85,0,1380,1580,-0.217391304
bad,35,owner,36,married,no_rec,freelance,45,179,0,1300,2810,3.710769231
good,1,rent,36,married,no_rec,fixed,58,125,0,700,700,3.445714286
good,30,parents,24,married,no_rec,freelance,90,500,0,600,1100,16.4
